0;0;0;0;0;0;0;0;0;0;0;0
1;85.902;0.000;0.000;0.000;0.000;61.767;0.000;0.000;0.000;0.000;1
1;83.798;0.000;0.000;0.000;0.000;56.980;0.000;0.000;0.000;0.000;1
2;82.022;301.957;0.000;0.000;0.000;60.421;33.868;0.000;0.000;0.000;1
1;81.420;0.000;0.000;0.000;0.000;60.697;0.000;0.000;0.000;0.000;1
1;93.186;0.000;0.000;0.000;0.000;50.083;0.000;0.000;0.000;0.000;1
2;85.907;301.377;0.000;0.000;0.000;66.834;33.653;0.000;0.000;0.000;1
1;90.292;0.000;0.000;0.000;0.000;57.018;0.000;0.000;0.000;0.000;1
1;87.734;0.000;0.000;0.000;0.000;51.893;0.000;0.000;0.000;0.000;1
1;86.753;0.000;0.000;0.000;0.000;59.860;0.000;0.000;0.000;0.000;1
1;81.987;0.000;0.000;0.000;0.000;55.722;0.000;0.000;0.000;0.000;1
1;82.469;0.000;0.000;0.000;0.000;59.090;0.000;0.000;0.000;0.000;1
1;85.730;0.000;0.000;0.000;0.000;63.870;0.000;0.000;0.000;0.000;1
1;95.294;0.000;0.000;0.000;0.000;58.612;0.000;0.000;0.000;0.000;1
1;90.991;0.000;0.000;0.000;0.000;64.949;0.000;0.000;0.000;0.000;1
1;82.405;0.000;0.000;0.000;0.000;59.234;0.000;0.000;0.000;0.000;1
1;85.907;0.000;0.000;0.000;0.000;59.175;0.000;0.000;0.000;0.000;1
1;90.292;0.000;0.000;0.000;0.000;57.018;0.000;0.000;0.000;0.000;1
1;88.388;0.000;0.000;0.000;0.000;62.130;0.000;0.000;0.000;0.000;1
1;83.750;0.000;0.000;0.000;0.000;56.119;0.000;0.000;0.000;0.000;1
2;110.618;77.113;0.000;0.000;0.000;44.930;50.040;0.000;0.000;0.000;2
2;100.159;66.700;0.000;0.000;0.000;47.328;45.428;0.000;0.000;0.000;2
2;107.187;69.815;0.000;0.000;0.000;42.785;44.250;0.000;0.000;0.000;2
2;107.716;79.273;0.000;0.000;0.000;51.670;54.381;0.000;0.000;0.000;2
2;98.017;79.117;0.000;0.000;0.000;45.108;49.643;0.000;0.000;0.000;2
2;96.223;82.003;0.000;0.000;0.000;48.001;52.225;0.000;0.000;0.000;2
2;86.964;80.195;0.000;0.000;0.000;46.911;46.615;0.000;0.000;0.000;2
0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2
1;118.383;0.000;0.000;0.000;0.000;37.037;0.000;0.000;0.000;0.000;2
0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2
1;84.360;0.000;0.000;0.000;0.000;44.281;0.000;0.000;0.000;0.000;2
1;95.826;0.000;0.000;0.000;0.000;51.522;0.000;0.000;0.000;0.000;2
0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2
2;106.728;79.345;0.000;0.000;0.000;42.509;38.706;0.000;0.000;0.000;2
0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2
3;162.230;99.032;73.194;0.000;0.000;20.961;44.330;43.498;0.000;0.000;3
3;152.910;92.867;66.889;0.000;0.000;30.125;44.623;42.924;0.000;0.000;3
3;174.245;103.276;77.585;0.000;0.000;27.965;44.910;48.948;0.000;0.000;3
3;157.326;96.078;78.732;0.000;0.000;29.204;46.760;47.151;0.000;0.000;3
3;152.720;104.064;72.280;0.000;0.000;22.061;45.167;44.893;0.000;0.000;3
3;152.392;92.581;67.859;0.000;0.000;29.408;49.764;48.856;0.000;0.000;3
3;181.092;107.367;75.595;0.000;0.000;27.985;50.884;45.173;0.000;0.000;3
2;106.936;91.045;0.000;0.000;0.000;43.432;46.232;0.000;0.000;0.000;3
2;117.767;121.376;0.000;0.000;0.000;50.007;54.961;0.000;0.000;0.000;3
3;164.095;107.456;78.506;0.000;0.000;30.443;50.451;48.099;0.000;0.000;3
2;98.491;104.075;0.000;0.000;0.000;53.755;46.089;0.000;0.000;0.000;3
1;137.908;0.000;0.000;0.000;0.000;41.836;0.000;0.000;0.000;0.000;3
3;154.173;99.560;60.020;0.000;0.000;31.043;43.009;36.686;0.000;0.000;3
2;115.404;95.964;0.000;0.000;0.000;46.204;53.036;0.000;0.000;0.000;3
3;114.343;165.078;113.901;0.000;0.000;42.174;27.656;34.982;0.000;0.000;3
2;103.216;107.022;0.000;0.000;0.000;51.195;38.734;0.000;0.000;0.000;3
2;168.314;107.438;0.000;0.000;0.000;28.984;48.116;0.000;0.000;0.000;3
3;167.177;108.174;68.349;0.000;0.000;20.037;41.979;50.521;0.000;0.000;3
2;106.802;71.402;0.000;0.000;0.000;49.219;39.784;0.000;0.000;0.000;3
4;123.855;100.989;32.261;31.066;0.000;35.544;38.859;34.288;33.938;0.000;4
4;132.623;95.854;62.918;34.581;0.000;26.240;42.101;30.150;28.763;0.000;4
4;116.610;98.474;69.381;23.172;0.000;42.997;45.705;45.768;37.480;0.000;4
5;192.802;134.320;91.022;59.293;16.052;27.772;38.390;43.194;31.706;32.946;5
3;124.792;91.837;90.672;0.000;0.000;38.984;47.933;49.182;0.000;0.000;6
3;118.475;115.985;56.599;0.000;0.000;38.716;40.781;37.480;0.000;0.000;6
3;121.435;83.735;67.923;0.000;0.000;39.075;43.720;39.517;0.000;0.000;6
3;121.038;91.493;54.116;0.000;0.000;42.028;39.098;39.257;0.000;0.000;6
5;120.203;89.711;88.045;63.076;54.337;40.341;43.405;42.520;44.411;34.349;6
2;107.747;80.501;0.000;0.000;0.000;45.771;49.791;0.000;0.000;0.000;6
1;133.292;0.000;0.000;0.000;0.000;53.735;0.000;0.000;0.000;0.000;6
2;111.582;92.513;0.000;0.000;0.000;41.577;49.590;0.000;0.000;0.000;6
1;160.409;0.000;0.000;0.000;0.000;39.576;0.000;0.000;0.000;0.000;6
1;119.501;0.000;0.000;0.000;0.000;38.055;0.000;0.000;0.000;0.000;6
2;149.104;91.009;0.000;0.000;0.000;29.383;44.734;0.000;0.000;0.000;7
2;94.605;142.072;0.000;0.000;0.000;57.604;25.461;0.000;0.000;0.000;7
1;178.515;0.000;0.000;0.000;0.000;22.752;0.000;0.000;0.000;0.000;7
2;78.927;61.390;0.000;0.000;0.000;47.854;48.600;0.000;0.000;0.000;7
2;131.171;96.113;0.000;0.000;0.000;40.409;47.038;0.000;0.000;0.000;7
2;97.314;145.392;0.000;0.000;0.000;55.629;25.350;0.000;0.000;0.000;7
3;150.806;155.480;92.012;0.000;0.000;28.938;19.303;45.758;0.000;0.000;7
2;99.309;153.365;0.000;0.000;0.000;57.404;27.162;0.000;0.000;0.000;7
3;132.687;84.789;36.722;0.000;0.000;41.403;53.348;28.038;0.000;0.000;7
2;156.836;93.573;0.000;0.000;0.000;23.523;47.148;0.000;0.000;0.000;7
1;149.704;0.000;0.000;0.000;0.000;55.709;0.000;0.000;0.000;0.000;7
3;147.704;84.602;22.659;0.000;0.000;34.820;44.005;22.640;0.000;0.000;7
3;132.229;78.864;31.642;0.000;0.000;34.589;53.010;20.855;0.000;0.000;7
2;150.084;100.962;0.000;0.000;0.000;25.110;52.703;0.000;0.000;0.000;7
2;158.222;88.606;0.000;0.000;0.000;23.203;50.791;0.000;0.000;0.000;7
2;140.885;61.465;0.000;0.000;0.000;38.248;31.548;0.000;0.000;0.000;7
2;147.997;75.346;0.000;0.000;0.000;25.389;46.748;0.000;0.000;0.000;7
1;94.150;0.000;0.000;0.000;0.000;48.386;0.000;0.000;0.000;0.000;7
3;103.452;163.731;41.533;0.000;0.000;54.192;18.956;28.083;0.000;0.000;7
4;164.570;169.054;101.751;40.109;0.000;23.758;17.915;49.945;28.613;0.000;7
2;152.892;111.855;0.000;0.000;0.000;37.062;55.021;0.000;0.000;0.000;8
2;150.609;69.130;0.000;0.000;0.000;36.316;45.217;0.000;0.000;0.000;8
2;136.026;71.462;0.000;0.000;0.000;39.527;37.342;0.000;0.000;0.000;8
2;145.079;87.402;0.000;0.000;0.000;40.121;37.785;0.000;0.000;0.000;8
2;141.554;66.456;0.000;0.000;0.000;36.948;42.079;0.000;0.000;0.000;8
2;129.976;78.883;0.000;0.000;0.000;47.499;49.662;0.000;0.000;0.000;8
1;152.498;0.000;0.000;0.000;0.000;37.954;0.000;0.000;0.000;0.000;8
2;160.629;65.109;0.000;0.000;0.000;26.939;35.380;0.000;0.000;0.000;8
2;163.292;64.127;0.000;0.000;0.000;37.363;36.675;0.000;0.000;0.000;8
2;145.552;65.899;0.000;0.000;0.000;36.272;31.533;0.000;0.000;0.000;8
2;167.152;64.722;0.000;0.000;0.000;36.783;39.545;0.000;0.000;0.000;8
2;155.974;59.272;0.000;0.000;0.000;33.612;41.478;0.000;0.000;0.000;8
2;144.572;56.797;0.000;0.000;0.000;40.796;39.382;0.000;0.000;0.000;8
2;153.226;56.784;0.000;0.000;0.000;34.731;41.185;0.000;0.000;0.000;8
2;130.198;85.327;0.000;0.000;0.000;32.101;48.102;0.000;0.000;0.000;9
2;143.144;87.267;0.000;0.000;0.000;30.442;52.899;0.000;0.000;0.000;9
2;139.289;95.688;0.000;0.000;0.000;26.780;59.219;0.000;0.000;0.000;9
2;145.421;78.722;0.000;0.000;0.000;34.191;60.767;0.000;0.000;0.000;9
2;132.819;75.672;0.000;0.000;0.000;29.079;60.366;0.000;0.000;0.000;9
2;168.710;98.800;0.000;0.000;0.000;25.308;51.688;0.000;0.000;0.000;9
2;154.133;76.312;0.000;0.000;0.000;28.890;59.045;0.000;0.000;0.000;9
2;136.733;75.016;0.000;0.000;0.000;28.241;53.281;0.000;0.000;0.000;9
2;144.819;82.617;0.000;0.000;0.000;27.423;61.914;0.000;0.000;0.000;9
2;149.389;80.327;0.000;0.000;0.000;29.613;58.949;0.000;0.000;0.000;9
2;143.984;72.543;0.000;0.000;0.000;35.565;57.628;0.000;0.000;0.000;9
2;173.807;95.403;0.000;0.000;0.000;32.194;35.084;0.000;0.000;0.000;9
2;136.163;74.852;0.000;0.000;0.000;31.536;54.326;0.000;0.000;0.000;9
2;146.065;75.400;0.000;0.000;0.000;32.335;62.795;0.000;0.000;0.000;9
2;140.079;71.294;0.000;0.000;0.000;35.222;56.118;0.000;0.000;0.000;9
2;139.830;86.054;0.000;0.000;0.000;32.080;48.656;0.000;0.000;0.000;9
2;147.251;83.369;0.000;0.000;0.000;33.349;64.726;0.000;0.000;0.000;9
2;146.872;85.139;0.000;0.000;0.000;30.044;50.538;0.000;0.000;0.000;9
2;161.470;90.855;0.000;0.000;0.000;15.759;52.511;0.000;0.000;0.000;9
2;150.606;82.094;0.000;0.000;0.000;31.755;52.915;0.000;0.000;0.000;9
2;164.161;93.207;0.000;0.000;0.000;26.445;61.783;0.000;0.000;0.000;9
2;140.325;87.115;0.000;0.000;0.000;28.768;54.787;0.000;0.000;0.000;9
2;140.880;80.366;0.000;0.000;0.000;31.021;61.841;0.000;0.000;0.000;9
3;155.757;97.755;12.802;0.000;0.000;25.056;54.276;18.350;0.000;0.000;9
1;117.017;0.000;0.000;0.000;0.000;43.562;0.000;0.000;0.000;0.000;10
1;124.830;0.000;0.000;0.000;0.000;37.187;0.000;0.000;0.000;0.000;10
1;134.896;0.000;0.000;0.000;0.000;35.127;0.000;0.000;0.000;0.000;10
1;120.526;0.000;0.000;0.000;0.000;37.589;0.000;0.000;0.000;0.000;10
1;129.884;0.000;0.000;0.000;0.000;33.789;0.000;0.000;0.000;0.000;10
1;123.150;0.000;0.000;0.000;0.000;35.093;0.000;0.000;0.000;0.000;10
1;126.725;0.000;0.000;0.000;0.000;36.179;0.000;0.000;0.000;0.000;10
1;131.448;0.000;0.000;0.000;0.000;32.637;0.000;0.000;0.000;0.000;10
1;114.214;0.000;0.000;0.000;0.000;58.012;0.000;0.000;0.000;0.000;10
1;130.225;0.000;0.000;0.000;0.000;33.885;0.000;0.000;0.000;0.000;10
1;116.983;0.000;0.000;0.000;0.000;34.241;0.000;0.000;0.000;0.000;10
1;130.887;0.000;0.000;0.000;0.000;38.744;0.000;0.000;0.000;0.000;10
1;137.891;0.000;0.000;0.000;0.000;38.008;0.000;0.000;0.000;0.000;10
1;121.361;0.000;0.000;0.000;0.000;41.300;0.000;0.000;0.000;0.000;10
1;126.436;0.000;0.000;0.000;0.000;25.191;0.000;0.000;0.000;0.000;10
1;124.571;0.000;0.000;0.000;0.000;38.709;0.000;0.000;0.000;0.000;10
1;112.815;0.000;0.000;0.000;0.000;44.457;0.000;0.000;0.000;0.000;10
1;124.431;0.000;0.000;0.000;0.000;39.050;0.000;0.000;0.000;0.000;10
1;115.425;0.000;0.000;0.000;0.000;39.858;0.000;0.000;0.000;0.000;10
1;138.662;0.000;0.000;0.000;0.000;40.095;0.000;0.000;0.000;0.000;10
1;112.858;0.000;0.000;0.000;0.000;44.691;0.000;0.000;0.000;0.000;10
